"row$Identification";"genotype";"latitude";"longitude"
"PlastEdge_2019-897";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-909";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-920";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-932";"San-2";"56,07";"13,74"
"PlastEdge_2019-944";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-956";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-968";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-980";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-72";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1219";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-992";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-886";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-898";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-910";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-921";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-933";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-945";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-957";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-969";"Ra-0";"46";"3,3"
"PlastEdge_2019-981";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1114";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-993";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-887";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-899";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-911";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-922";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-934";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-946";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-958";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-970";"San-2";"56,07";"13,74"
"PlastEdge_2019-982";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1126";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-994";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-888";"San-2";"56,07";"13,74"
"PlastEdge_2019-900";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-912";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-923";"In-0";"47,5";"11,5"
"PlastEdge_2019-935";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-947";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-959";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-971";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-983";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1138";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-995";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-889";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-901";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-913";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-924";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-936";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-948";"In-0";"47,5";"11,5"
"PlastEdge_2019-960";"In-0";"47,5";"11,5"
"PlastEdge_2019-972";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-984";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1149";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-996";"In-0";"47,5";"11,5"
"PlastEdge_2019-890";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-902";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-914";"Com-1";"49,416";"2,823"
"PlastEdge_2019-925";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-937";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-949";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-961";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-973";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-985";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1161";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-997";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-891";"Ra-0";"46";"3,3"
"PlastEdge_2019-903";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-915";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-926";"Com-1";"49,416";"2,823"
"PlastEdge_2019-938";"Ag-0";"45";"1,3"
"PlastEdge_2019-950";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-962";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-974";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-986";"San-2";"56,07";"13,74"
"PlastEdge_2019-1173";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-998";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-447";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-454";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-469";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-505";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1184";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-448";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-455";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-462";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-470";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-478";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-487";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-497";"Ag-0";"45";"1,3"
"PlastEdge_2019-506";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-514";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1196";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-523";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-463";"An-1";"51,2167";"4,4"
"PlastEdge_2019-471";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-479";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-488";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-498";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-507";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-515";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1208";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-524";"Com-1";"49,416";"2,823"
"PlastEdge_2019-456";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-464";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-472";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-480";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-489";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-508";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-516";"San-2";"56,07";"13,74"
"PlastEdge_2019-84";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-449";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-465";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-481";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-490";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-499";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-517";"In-0";"47,5";"11,5"
"PlastEdge_2019-1115";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-450";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-457";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-473";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-482";"Ra-0";"46";"3,3"
"PlastEdge_2019-491";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-500";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-509";"In-0";"47,5";"11,5"
"PlastEdge_2019-1127";"Ra-0";"46";"3,3"
"PlastEdge_2019-525";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-451";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-458";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-474";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-483";"An-1";"51,2167";"4,4"
"PlastEdge_2019-492";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-501";"An-1";"51,2167";"4,4"
"PlastEdge_2019-510";"Ag-0";"45";"1,3"
"PlastEdge_2019-518";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1139";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-526";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-459";"Ag-0";"45";"1,3"
"PlastEdge_2019-466";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-475";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-484";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-502";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-511";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-519";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1150";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-527";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-460";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-485";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-493";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-503";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-512";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1162";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-528";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-452";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-467";"Ra-0";"46";"3,3"
"PlastEdge_2019-476";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-486";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-494";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-504";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-520";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1174";"Ag-0";"45";"1,3"
"PlastEdge_2019-529";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-461";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-468";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-495";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-521";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1185";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-453";"In-0";"47,5";"11,5"
"PlastEdge_2019-477";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-496";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-513";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-522";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1197";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-530";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1209";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-96";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1220";"Ag-0";"45";"1,3"
"PlastEdge_2019-1116";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1128";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1140";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1151";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1163";"San-2";"56,07";"13,74"
"PlastEdge_2019-1175";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1186";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1198";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1210";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-25";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-107";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1221";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1117";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1129";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1141";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1152";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1164";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1187";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1199";"Ra-0";"46";"3,3"
"PlastEdge_2019-1211";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-4";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1222";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1118";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1130";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1142";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1153";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1165";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1176";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1188";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1200";"San-2";"56,07";"13,74"
"PlastEdge_2019-1212";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-16";"Ag-0";"45";"1,3"
"PlastEdge_2019-1223";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1119";"San-2";"56,07";"13,74"
"PlastEdge_2019-1131";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1154";"In-0";"47,5";"11,5"
"PlastEdge_2019-999";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1008";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1019";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1040";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1052";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1064";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1076";"Ag-0";"45";"1,3"
"PlastEdge_2019-1087";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1166";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1099";"Ra-0";"46";"3,3"
"PlastEdge_2019-1000";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1009";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1020";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1029";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1041";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1053";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1065";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1077";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1088";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1177";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1100";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1001";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1010";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1021";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1030";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1042";"Ag-0";"45";"1,3"
"PlastEdge_2019-1054";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1066";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1078";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1089";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1189";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1101";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1002";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1011";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1022";"Ra-0";"46";"3,3"
"PlastEdge_2019-1031";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1043";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1055";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1067";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1090";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1201";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1102";"Ag-0";"45";"1,3"
"PlastEdge_2019-1003";"San-2";"56,07";"13,74"
"PlastEdge_2019-1012";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1023";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1032";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1044";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1056";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1068";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1079";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1091";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1213";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1103";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1004";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1013";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1024";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1033";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1045";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1057";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1069";"San-2";"56,07";"13,74"
"PlastEdge_2019-1080";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1092";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-28";"Ra-0";"46";"3,3"
"PlastEdge_2019-1224";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1104";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1005";"In-0";"47,5";"11,5"
"PlastEdge_2019-1025";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1034";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1046";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1058";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1070";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1081";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1093";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1120";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1105";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1006";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1014";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1026";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1035";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1047";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1059";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1071";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1082";"In-0";"47,5";"11,5"
"PlastEdge_2019-1094";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1132";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1106";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1015";"Ag-0";"45";"1,3"
"PlastEdge_2019-1027";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1036";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1048";"In-0";"47,5";"11,5"
"PlastEdge_2019-1060";"Ra-0";"46";"3,3"
"PlastEdge_2019-1072";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1083";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1095";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1143";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1107";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1007";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1016";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1028";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1037";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1049";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1061";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1073";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1084";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1096";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1155";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1108";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1017";"San-2";"56,07";"13,74"
"PlastEdge_2019-1038";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1050";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1062";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1074";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1085";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1097";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1167";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1109";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1018";"In-0";"47,5";"11,5"
"PlastEdge_2019-1039";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1051";"Ra-0";"46";"3,3"
"PlastEdge_2019-1063";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1075";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1086";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1098";"San-2";"56,07";"13,74"
"PlastEdge_2019-1178";"In-0";"47,5";"11,5"
"PlastEdge_2019-1110";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1426";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1438";"In-0";"47,5";"11,5"
"PlastEdge_2019-1450";"San-2";"56,07";"13,74"
"PlastEdge_2019-1461";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1473";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1485";"Ra-0";"46";"3,3"
"PlastEdge_2019-1497";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1509";"Ra-0";"46";"3,3"
"PlastEdge_2019-1521";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1190";"In-0";"47,5";"11,5"
"PlastEdge_2019-1533";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1427";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1439";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1451";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1462";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1474";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1486";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1498";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1510";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1522";"Ag-0";"45";"1,3"
"PlastEdge_2019-1202";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1534";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1428";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1440";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1452";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1463";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1475";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1487";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1499";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1511";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1523";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1214";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1429";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1441";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1453";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1464";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1476";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1488";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1500";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1512";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1524";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-40";"In-0";"47,5";"11,5"
"PlastEdge_2019-1225";"In-0";"47,5";"11,5"
"PlastEdge_2019-1535";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1430";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1442";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1465";"Ra-0";"46";"3,3"
"PlastEdge_2019-1477";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1489";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1501";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1513";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1525";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1121";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1536";"San-2";"56,07";"13,74"
"PlastEdge_2019-1431";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1443";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1454";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1466";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1478";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1490";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1502";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1514";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1526";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1133";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1537";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1432";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1444";"Ag-0";"45";"1,3"
"PlastEdge_2019-1455";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1467";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1479";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1491";"In-0";"47,5";"11,5"
"PlastEdge_2019-1503";"Ra-0";"46";"3,3"
"PlastEdge_2019-1515";"Ag-0";"45";"1,3"
"PlastEdge_2019-1527";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1144";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1538";"In-0";"47,5";"11,5"
"PlastEdge_2019-1433";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1445";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1456";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1468";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1480";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1492";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1504";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1516";"San-2";"56,07";"13,74"
"PlastEdge_2019-1528";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1156";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1539";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1434";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1446";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1457";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1469";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1481";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1493";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1505";"Vis-0";"39,85";"-6,04"
