Identification;idExp;Main_contributor;IndOut;Exp_location;Condition;Treatment;Genotype;Genetic_group;Plant_Stage;Leaf_Stage;Type_Sample;Measurement;Leaf_Status;Date;SLA_mm2_mg;LDMC_mg_g;Thickness_microm;CSR_C;CSR_S;CSR_R;LNC_perc;LCC_perc;RWC_perc;SA_ng_gFW;JA_ng_gFW;IAA_ng_gFW;ABA_ng_gFW;CMLX_ng_gFW;Progoitrin_Peakarea_mg;Epiprogoitrin_Peakarea_mg;Sinigrin_Peakarea_mg;Glucoraphanin_Peakarea_mg;Glucoraphenin_Peakarea_mg;Glucosilbin_Peakarea_mg;Glucopin_Peakarea_mg;Glucoerucin_Peakarea_mg;Glucobrassicin_Peakarea_mg;X8MSO_Peakarea_mg;Isobutyl_Peakarea_mg;Butyl_Peakarea_mg;X5MTP_Peakarea_mg;Neoglucobrassicin_Peak1_Peakarea_mg;Neoglucobrassicin_Peak2_Peakarea_mg;Hexyl_Peakarea_mg;Glucoalysiin_Peakarea_mg;X3MTP_Peakarea_mg;Glucosturtiin_Peakarea_mg;X7MTH_Peakarea_mg;X6MSH_Peakarea_mg;X8MTO_Peakarea_mg;X7MSH_Peakarea_mg;pCoumaricAcid_Peakarea_mg;Succit_Peakarea_mg;Malat_Peakarea_mg;Citrat_Peakarea_mg;Fumarat_Peakarea_mg;Cyanidin_rhamnoside_Peakarea_mg;Kaempherol_xylosyl_rhamnoside_Peakarea_mg;Kaempherol_rutinoside_Peakarea_mg;Kaempherol_glucosyl_rhamnosyl_glucoside_Peakarea_mg;Apigenin_rutinoside_Peakarea_mg;Quercetin_glucoside_Peakarea_mg;Cyanidin_sophorosid_glucoside_Peakarea_mg;Pelargonidin_sambubioside_Peakarea_mg;Pelargonidin_cumaroyl_diglucoside_glucoside_Peakarea_mg;Prenyl_ringenin_Peakarea_mg;mCoumaricAcid_Peakarea_mg;Dihydro_caffeoyl_glucuronide_Peakarea_mg;CaffeicAcid_Peakarea_mg;ChlorogenicAcid_Peakarea_mg;Epigallocatechin_Peakarea_mg;Fructose_micromol_gFW;Galactose_micromol_gFW;Glucose_micromol_gFW;Maltose_micromol_gFW;Melezitose_micromol_gFW;delta13C;delta15N;Xylose_micromol_gFW;Arabinose_micromol_gFW;Ribose_micromol_gFW;Rhamnose_micromol_gFW;Fucose_micromol_gFW;Mannose_micromol_gFW;Inositol_micromol_gFW;Sucrose_micromol_gFW;Cellobiose_micromol_gFW;Trehalose_micromol_gFW;Palatinose_micromol_gFW;Melibiose_micromol_gFW;Isomaltose_micromol_gFW;Raffinose_micromol_gFW;Plant_Growth_rate;Mannose_Xylose_micromol_gFW;Plant_Lifespan
AraBreed_Outside_Spring2018-229;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180404;NA;NA;NA;NA;NA;NA;NA;NA;NA;177.251036832964;48.4277617444132;19.0534527028818;2.57091005629735;155.94734934639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-232;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180404;NA;NA;NA;NA;NA;NA;NA;NA;NA;127.830874607709;70.4306413572639;28.5366656586976;1.32292214545536;83.6449089959325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-235;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180404;NA;NA;NA;NA;NA;NA;NA;NA;NA;190.53701679167;134.418307724998;NA;4.49368064208429;113.796235792335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-238;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180404;NA;NA;NA;NA;NA;NA;NA;NA;NA;171.892680089999;79.2489665297822;46.2597287605823;3.08616429241424;102.701662033917;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-241;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180405;NA;NA;NA;NA;NA;NA;NA;NA;NA;88.0018322215883;329.217410331151;6.70133833241712;5.41644950874175;463.261585738055;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-244;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180405;NA;NA;NA;NA;NA;NA;NA;NA;NA;297.31741156907;127.132638135289;10.3247280920496;1.9348816634133;145.958570194705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-247;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180405;NA;NA;NA;NA;NA;NA;NA;NA;NA;200.598508217717;261.859493776018;21.3264180945542;3.27717230169165;460.274565586143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-250;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180405;NA;NA;NA;NA;NA;NA;NA;NA;NA;277.304014124867;244.826796806315;18.6528001433812;6.49267731685068;370.105913647571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-253;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180405;NA;NA;NA;NA;NA;NA;NA;NA;NA;216.445114454966;181.859687241974;13.1612617342851;4.81804312976955;984.799604064442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-256;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180405;NA;NA;NA;NA;NA;NA;NA;NA;NA;149.989750214351;294.864713922479;11.8836873283706;4.93494640012885;193.652616867893;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-259;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180405;NA;NA;NA;NA;NA;NA;NA;NA;NA;122.107562414951;268.386836375667;NA;3.32428531998248;625.416214596609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-262;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180307;NA;NA;NA;NA;NA;NA;NA;NA;NA;398.001688632186;706.524948022598;30.1913436245788;NA;415.396549994278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-270;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180410;NA;NA;NA;NA;NA;NA;NA;NA;NA;189.129557537148;298.076235485875;38.0459401462123;3.90386278481974;231.767716917044;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-273;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180410;NA;NA;NA;NA;NA;NA;NA;NA;NA;568.336727762063;577.427212857695;NA;0.340225932701042;931.45630146221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-276;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180410;NA;NA;NA;NA;NA;NA;NA;NA;NA;648.239244368297;336.8134356582;28.1196941877346;8.41168612110401;756.656130613733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-279;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;20180410;NA;NA;NA;NA;NA;NA;NA;NA;NA;523.915885675624;231.280079219381;26.2230533877124;13.3587150359153;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-282;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180308;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;320.67765282077;27.4467879838005;0;386.513819367302;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-290;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180308;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;313.963780650581;NA;0;84.1085552009841;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-294;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;20180410;NA;NA;NA;NA;NA;NA;NA;NA;NA;183.762251732179;286.661828207937;12.1965598152313;2.92651236209844;50.8876596689989;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-297;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;20180410;NA;NA;NA;NA;NA;NA;NA;NA;NA;204.628658023495;398.62839067507;10.4697262543032;9.76221086169377;418.38205928091;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-300;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;20180410;NA;NA;NA;NA;NA;NA;NA;NA;NA;214.715057308291;180.85949345745;14.648176581442;2.53137162429351;192.765271122706;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-303;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;20180410;NA;NA;NA;NA;NA;NA;NA;NA;NA;102.657950343292;449.941829039167;18.1726001537676;5.23133603746204;39.915483711108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-306;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180308;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.5681852829575;98.4541352652257;29.6412390845919;0.529351652455738;633.259527712298;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-313;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;20180410;NA;NA;NA;NA;NA;NA;NA;NA;NA;208.976756679332;301.86562069252;6.71902907265106;1.29601438748354;130.224528615904;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-316;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180308;NA;NA;NA;NA;NA;NA;NA;NA;NA;219.142345701471;86.3082374974875;32.3295883861218;1.72355497138201;354.869050159774;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-320;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180308;NA;NA;NA;NA;NA;NA;NA;NA;NA;137.091562295403;0;NA;1.22286541851058;135.019566632473;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-323;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180411;NA;NA;NA;NA;NA;NA;NA;NA;NA;390.684848487304;265.044458316838;25.3631194906393;1.3380741859441;109.028131966604;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-326;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180411;NA;NA;NA;NA;NA;NA;NA;NA;NA;418.61665242094;283.59971291926;11.0958528384235;2.34079911467173;1113.15196777862;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-329;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180411;NA;NA;NA;NA;NA;NA;NA;NA;NA;132.116100331316;184.364872011016;6.36228934658955;0.441378885664222;115.828927146408;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-332;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180411;NA;NA;NA;NA;NA;NA;NA;NA;NA;172.248521044901;187.817487862471;NA;0.798917859294438;102.158624770488;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-335;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180411;NA;NA;NA;NA;NA;NA;NA;NA;NA;330.46081971942;14.0442720607032;10.5359711923997;0.256006046327876;207.762280045253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-337;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180417;NA;NA;NA;NA;NA;NA;NA;NA;NA;560.786862962493;NA;41.7168217496953;15.8688136342477;523.435140671624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-340;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180417;NA;NA;NA;NA;NA;NA;NA;NA;NA;185.08296389234;570.916583641702;45.3768672095873;2.88430264815944;75.5165628369661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-343;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180417;NA;NA;NA;NA;NA;NA;NA;NA;NA;188.569578857643;410.729684192632;31.0383475858711;7.32659159085963;1669.36878925014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2018-346;AraBreed Spring2018;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;20180417;NA;NA;NA;NA;NA;NA;NA;NA;NA;274.249084849089;394.511892886318;20.8773380399331;2.78805882715985;284.870424435112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
